0	0	0	0	0	0	0	0	0  	0  	0  	0  	0	0	0	0  	0	0	0  	0  	0  	0  	0  	0  	0	0	0
0	0	0	0	0	0	0	0	0  	0  	0  	0  	0	0	0	0  	0	0	0  	0  	0  	0  	0  	0  	0	0	0
0	0	0	0	0	0	0	0	0  	0  	0  	0  	2	2	2	254	0	0	0  	0  	0  	0  	0  	0  	0	0	0
0	0	0	0	0	0	0	0	0  	2  	2  	2  	1	1	1	1  	2	2	254	0  	0  	0  	0  	0  	0	0	0
0	0	0	0	0	0	0	0	2  	1  	1  	1  	1	1	1	1  	1	1	1  	254	0  	0  	0  	0  	0	0	0
0	0	0	0	0	0	0	2	1  	1  	1  	1  	1	1	1	1  	1	1	1  	1  	254	0  	0  	0  	0	0	0
0	0	0	0	0	0	2	1	1  	1  	1  	1  	8	8	8	8  	1	1	1  	1  	1  	254	0  	0  	0	0	0
0	0	0	0	0	0	2	1	1  	1  	1  	248	0	0	0	0  	8	1	1  	1  	1  	1  	254	0  	0	0	0
0	0	0	0	0	2	1	1	1  	1  	248	0  	0	0	0	0  	0	8	1  	1  	1  	1  	254	0  	0	0	0
0	0	0	0	0	2	1	1	1  	248	0  	0  	0	0	0	0  	0	0	8  	1  	1  	1  	254	0  	0	0	0
0	0	0	0	2	1	1	1	1  	248	0  	0  	0	0	0	0  	0	0	0  	8  	1  	1  	1  	254	0	0	0
0	0	0	0	2	1	1	1	248	0  	0  	0  	0	0	0	0  	0	0	0  	8  	1  	1  	1  	254	0	0	0
0	0	0	0	2	1	1	1	248	0  	0  	0  	0	0	0	0  	0	0	0  	8  	1  	1  	1  	254	0	0	0
0	0	0	0	2	1	1	1	248	0  	0  	0  	0	0	0	0  	0	0	0  	8  	1  	1  	1  	254	0	0	0
0	0	0	0	2	1	1	1	248	0  	0  	0  	0	0	0	0  	0	0	0  	8  	1  	1  	1  	254	0	0	0
0	0	0	0	2	1	1	1	1  	248	0  	0  	0	0	0	0  	0	0	0  	8  	1  	1  	1  	254	0	0	0
0	0	0	0	0	2	1	1	1  	248	0  	0  	0	0	0	0  	0	0	8  	1  	1  	1  	254	0  	0	0	0
0	0	0	0	0	2	1	1	1  	1  	248	0  	0	0	0	0  	0	8	1  	1  	1  	1  	254	0  	0	0	0
0	0	0	0	0	2	1	1	1  	1  	1  	248	0	0	0	0  	8	1	1  	1  	1  	1  	254	0  	0	0	0
0	0	0	0	0	0	2	1	1  	1  	1  	1  	8	8	8	8  	1	1	1  	1  	1  	254	0  	0  	0	0	0
0	0	0	0	0	0	0	2	1  	1  	1  	1  	1	1	1	1  	1	1	1  	1  	254	0  	0  	0  	0	0	0
0	0	0	0	0	0	0	0	2  	1  	1  	1  	1	1	1	1  	1	1	1  	254	0  	0  	0  	0  	0	0	0
0	0	0	0	0	0	0	0	0  	2  	2  	2  	1	1	1	1  	2	2	254	0  	0  	0  	0  	0  	0	0	0
0	0	0	0	0	0	0	0	0  	0  	0  	0  	2	2	2	254	0	0	0  	0  	0  	0  	0  	0  	0	0	0
0	0	0	0	0	0	0	0	0  	0  	0  	0  	0	0	0	0  	0	0	0  	0  	0  	0  	0  	0  	0	0	0
0	0	0	0	0	0	0	0	0  	0  	0  	0  	0	0	0	0  	0	0	0  	0  	0  	0  	0  	0  	0	0	0
0	0	0	0	0	0	0	0	0  	0  	0  	0  	0	0	0	0  	0	0	0  	0  	0  	0  	0  	0  	0	0	0
